,tweetid,created_at,user_name,text,favourite_count,retweet_count,location,hashtags,nb_sentiment,nb_pos,nb_neg,pattern_polarity,pattern_subj,pattern_pos,Vader_scores,sentiment
19,1.30418e+18,9/10/2020 22:08,Eleanor19302501,b'RT HansLak Tesla stock price 12 why? $ 1550 stock split? Seriously? Wait battery day September to xe2 x80 xa6',0,10,,Tesla ,negative,0.1953653665194699,0.8046346334805283,-0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3049,neutral
20,1.30418e+18,9/10/2020 22:01,EasternShoe,"b' usa losangles cars tesla arizona AUKEY Dash Cam, 1080P Dashboard'",0,0,United States,usa losangles cars tesla arizona ,negative,0.25608256140216135,0.743917438597841,0.0,0.0,0.0,0.0,neutral
21,1.30418e+18,9/10/2020 21:54,Path_Trading,b' $ TSLA TESLA Sept 10 Update Technical Analysis Chart Watch StockMarket stocks xe2 x80 xa6',2,1,"Chicago, IL",TESLA StockMarket stocks ,negative,0.4013566818073169,0.5986433181926855,0.0,0.1,0.0,0.0,neutral
22,1.30418e+18,9/10/2020 21:54,Jo_Cespedes,b'RT johnrampton Elon Musk xe2 x80 x99s Net Worth Nears $ 100 Billion As Tesla Stock Burns Rubber Hayley C. Cuccinello Fo xe2 x80 xa6',0,2,,,positive,0.6641289694167278,0.3358710305832729,0.15,0.05,0.15,0.2263,neutral
23,1.30418e+18,9/10/2020 21:54,andyblandina,b'RT johnrampton Elon Musk xe2 x80 x99s Net Worth Nears $ 100 Billion As Tesla Stock Burns Rubber Hayley C. Cuccinello Fo xe2 x80 xa6',0,2,,,positive,0.6641289694167278,0.3358710305832729,0.15,0.05,0.15,0.2263,neutral
24,1.30418e+18,9/10/2020 21:49,johnrampton,b'Elon Musk xe2 x80 x99s Net Worth Nears $ 100 Billion As Tesla Stock Burns Rubber Hayley C. Cuccine xe2 x80 xa6',5,2,"Salt Lake City, UT",,positive,0.6641289694167278,0.3358710305832729,0.15,0.05,0.15,0.2263,neutral
25,1.30417e+18,9/10/2020 21:46,KalemaChris,b'RT PROMOrxTeam xe2 x9d x97 xef xb8 x8f xe2 x9d x97 xef xb8 x8f xe2 x9d x97 xef xb8 x8f cybersecurity InfoSec infosecurity tesla Employee Loyalty. Wow.',0,1,"Kampala, Uganda ",cybersecurity InfoSec infosecurity tesla ,positive,0.6627056672760522,0.33729433272394904,0.1,1.0,0.1,0.5423,positive
26,1.30417e+18,9/10/2020 21:45,PROMOrxTeam,b' xe2 x9d x97 xef xb8 x8f xe2 x9d x97 xef xb8 x8f xe2 x9d x97 xef xb8 x8f cybersecurity InfoSec infosecurity tesla Employee Loyalty. Wow.',0,1,USA,cybersecurity InfoSec infosecurity tesla ,positive,0.6627056672760522,0.33729433272394904,0.1,1.0,0.1,0.5423,positive
27,1.30417e+18,9/10/2020 21:37,mattlion5555,b'It xe2 x80 x99s hilarious watching Dave Portnoy margin losing ass stock market. The day everyone knew come xe2 x80 xa6',2,0,"Texas, USA",,negative,0.32336896750918964,0.6766310324908125,0.5,1.0,0.5,-0.5267,negative
28,1.30417e+18,9/10/2020 21:36,_mistabusiness,b'Thanks elonmusk everything dreamed more. Tesla',6,0,"Warrensburg, MO",Tesla ,positive,0.5571263558390372,0.44287364416096314,0.35,0.35,0.35,0.0,neutral
29,1.30417e+18,9/10/2020 21:24,fodo_app,b'personally think elonmusk idiot. But bashing strength TESLA stock less idiotic. xe2 x80 xa6',0,0,United States,TESLA ,negative,0.11398552980666975,0.8860144701933304,-0.4083333333333333,0.5,0.4083333333333333,-0.5279,negative
30,1.30417e+18,9/10/2020 21:14,mmavonleigh,"b'RT TDANetwork xe2 x80 x9c Tesla xe2 x80 x99s around 10 years, Rivian xe2 x80 x99s working pickup truck well, none supply cha xe2 x80 xa6'",0,71,,Tesla ,negative,0.3881257267861792,0.6118742732138215,0.0,0.0,0.0,0.2732,neutral
31,1.30416e+18,9/10/2020 20:58,blackP3D,b' NedCline1 MonicaLewinsky A Tesla Model 3 AWD gets equivalent 122MPG. Plus don xe2 x80 x99t go filthy g xe2 x80 xa6',2,0,"North Carolina, USA",,negative,0.4152165155771918,0.5847834844228075,-0.8,1.0,0.8,0.0,neutral
32,1.30416e+18,9/10/2020 20:45,WintersAggie,b' MonicaLewinsky love Tesla',0,0,United States,Tesla ,positive,0.5441400304414004,0.45585996955859964,0.5,0.6,0.5,0.6369,positive
33,1.30416e+18,9/10/2020 20:45,torquenewsauto,b'According Wirtschaft Voche Tesla wants expand Gr xc3 xbcnheide buy additional twelve hectares for xe2 x80 xa6',3,1,"Fort Mill, SC",Tesla ,positive,0.7645380617822412,0.23546193821775951,0.2,0.1,0.2,0.3182,neutral
34,1.30416e+18,9/10/2020 20:43,BIM_Scot,"b RT torquenewsauto Tesla aims start Cybertruck production is trial Giga Texas May 1st, 2021, government filing shows date f xe2 x80 xa6 ",0,1,Europe,,positive,0.9357826874354566,0.06421731256454422,0.0,0.0,0.0,0.0,neutral
35,1.30416e+18,9/10/2020 20:29,altcoingazette,b'RT altcoingazette European Central Bank Expects To Use Full Extent Of Stimulus Hyperinflation negative interest rates',0,1,"Tallahassee, Florida",,negative,0.4675375782637016,0.5324624217362964,0.012499999999999997,0.30000000000000004,0.012499999999999997,-0.1779,neutral
36,1.30415e+18,9/10/2020 20:23,SptsGuy1,b' future FOCUS ON THE FUTURE technology ElonMusk Tesla Amazon citiesofthefuture',1,1,"Rural Hall, NC",future technology ElonMusk Tesla Amazon citiesofthefuture ,positive,0.5894421883738449,0.41055781162615435,0.0,0.125,0.0,0.1779,neutral
37,1.30415e+18,9/10/2020 20:04,gta_motorsport,b'RT JoonasPRKL Coil Savanna xe2 x9a xa1 Mod WildBrick142 coil savanna grandtheftauto gtavmods gtavpc gta5 gtav xe2 x80 xa6',0,10,,coil savanna grandtheftauto gtavmods gtavpc gta5 gtav ,positive,0.5833333333333333,0.416666666666666,0.2,0.4,0.2,0.0,neutral
38,1.30415e+18,9/10/2020 20:03,RVal1995,"b'What market me, refuse give up xf0 x9f x94 xa5 xf0 x9f x92 xaa xf0 x9f x94 xa5 Tesla NASDAQ DowJones'",0,0," AZ, USA",Tesla NASDAQ DowJones ,negative,0.4171260559277594,0.582873944072241,0.0,0.0,0.0,-0.296,neutral
39,1.30415e+18,9/10/2020 20:02,torquenewsauto,"b Tesla aims start Cybertruck production is trial Giga Texas May 1st, 2021, government filing shows da xe2 x80 xa6 ",4,1,"Fort Mill, SC",,positive,0.8992343255660604,0.1007656744339379,0.0,0.0,0.0,0.0,neutral
40,1.30415e+18,9/10/2020 20:01,Posh_Properties,"b' xf0 x9f x93 xb0 xf0 x9f x8e x89Congratulations Broker Owner, Mary Anne McMahon! She featured Tribeza Magazine, Austin based mag xe2 x80 xa6'",1,0,"Austin, TX",,negative,0.43539401607455464,0.5646059839254463,0.0,0.0,0.0,0.0,neutral
41,1.30415e+18,9/10/2020 20:00,jmroberge,b'Production volume one thing. Technology another. Time tell point Tesla way ahead f xe2 x80 xa6',0,0,mobile,Tesla ,negative,0.27218850403632827,0.727811495963671,0.0,0.0,0.0,0.0,neutral
42,1.30414e+18,9/10/2020 19:47,AutoSpies,b'Volkswagen Believes It Can Out Produce Tesla By 2023 AutoSpies Auto News VW tesla EV',0,0,"Plano, Texas",VW tesla EV ,positive,0.6892042741376974,0.3107957258623045,0.0,0.0,0.0,0.0,neutral
43,1.30414e+18,9/10/2020 19:47,Prissy581,b'RT Anon decoder Libertards getting destroyed anywhere pop heads Qanon Maga Tesla Trump Trump2020 Trump2020Landslide htt xe2 x80 xa6',0,31,,Qanon Maga Tesla Trump Trump2020 Trump2020Landslide ,negative,0.23295231336882027,0.7670476866311796,0.0,0.0,0.0,-0.4939,neutral
44,1.30414e+18,9/10/2020 19:45,leaderpost,b' LucidMotors reveals LucidAir direct Tesla competitor. Via drivingdotca lucid',0,0,"Regina, Saskatchewan",LucidAir Tesla lucid ,positive,0.9444755207338963,0.055524479266102225,0.1,0.4,0.1,0.0,neutral
45,1.30414e+18,9/10/2020 19:40,AlexJeffrey95,b RT torquenewsauto Tesla filed patent related Semi truck is liquid cooling. The patent says'Liquid Cooled Charging Cable Connecto xe2 x80 xa6 ,0,7,"London, England",,negative,0.2633404688201569,0.736659531179846,0.0,0.4,0.0,0.0,neutral
46,1.30414e+18,9/10/2020 19:35,WRGerman,b'RT garyblack00 Send message Buy Tesla. RBReich elonmusk',0,11,Earth,Tesla ,positive,0.6955998528852629,0.3044001471147369,0.0,0.0,0.0,0.0,neutral
47,1.30414e+18,9/10/2020 19:34,rickym81986,"b'RT torquenewsauto While amazed astonishing speed Tesla GigaBerlin GigaShanghai, Tesla spearheading anoth xe2 x80 xa6'",0,3,Citizen of the world ,GigaBerlin GigaShanghai Tesla ,positive,0.7165286637538261,0.283471336246174,0.5,1.0,0.5,0.4939,neutral
48,1.30414e+18,9/10/2020 19:14,TeslaLV,b'The supercharger Kingman expanded 4 temporary charging spots. Good see. Tesla LasVegas',2,0,"Las Vegas, NV",Tesla LasVegas ,positive,0.6522821691460502,0.34771783085394775,0.7,0.6000000000000001,0.7,0.4404,neutral
49,1.30414e+18,9/10/2020 19:13,Iamcat62,b'RT Anon decoder Libertards getting destroyed anywhere pop heads Qanon Maga Tesla Trump Trump2020 Trump2020Landslide htt xe2 x80 xa6',0,31,Texas,Qanon Maga Tesla Trump Trump2020 Trump2020Landslide ,negative,0.23295231336882027,0.7670476866311796,0.0,0.0,0.0,-0.4939,neutral
50,1.30414e+18,9/10/2020 19:11,JMMZHerrera,b'Just back Home Depot Has m xc3 xa1s. Ahorrando . almost enough parts build Tesla ModelY using motor xe2 x80 xa6',0,0,"Hermosillo, Sonora, MX",Tesla ModelY ,positive,0.7946909226081945,0.2053090773918055,0.0,0.25,0.0,0.0,neutral
51,1.30413e+18,9/10/2020 19:06,torquenewsauto,b Tesla filed patent related Semi truck is liquid cooling. The patent says'Liquid Cooled Charging Cable Conn xe2 x80 xa6 ,42,7,"Fort Mill, SC",,positive,0.5174764333414376,0.48252356665856333,0.0,0.4,0.0,0.0,neutral
52,1.30413e+18,9/10/2020 19:06,RoseLeoMusk,b' Tesla Germany All going planned',4,0,E̬̦̫͔̙̗͕͢l̮̞͟o̜n̹̹̞̘͕̘ ส้้้้้้,Tesla Germany ,positive,0.7600030108405206,0.23999698915947945,0.0,0.0,0.0,0.0,neutral
53,1.30413e+18,9/10/2020 19:05,altcoingazette,b'European Central Bank Expects To Use Full Extent Of Stimulus Hyperinflation negative interest rates xe2 x80 xa6',2,1,"Tallahassee, Florida",,negative,0.3560256492156885,0.6439743507843098,0.012499999999999997,0.30000000000000004,0.012499999999999997,-0.1779,neutral
54,1.30413e+18,9/10/2020 19:00,DAVIDTR23812186,b'Godspeed TESLA incredible journey fulfill mission Let xe2 x80 x99s Do This $ TSLA',0,0,"Minneapolis, MN",TESLA ,positive,0.8759160063641975,0.12408399363580373,0.9,0.9,0.9,0.4404,neutral
55,1.30413e+18,9/10/2020 18:59,BIM_Scot,"b'RT torquenewsauto While amazed astonishing speed Tesla GigaBerlin GigaShanghai, Tesla spearheading anoth xe2 x80 xa6'",0,3,Europe,GigaBerlin GigaShanghai Tesla ,positive,0.7165286637538261,0.283471336246174,0.5,1.0,0.5,0.4939,neutral
56,1.30413e+18,9/10/2020 18:58,01moreland10,b'RT garyblack00 Send message Buy Tesla. RBReich elonmusk',0,11,"Ontario, Canada",Tesla ,positive,0.6955998528852629,0.3044001471147369,0.0,0.0,0.0,0.0,neutral
57,1.30413e+18,9/10/2020 18:58,edielps3,"b'RT TDANetwork xe2 x80 x9c Tesla xe2 x80 x99s around 10 years, Rivian xe2 x80 x99s working pickup truck well, none supply cha xe2 x80 xa6'",0,71,#BoricuaIn305,Tesla ,negative,0.3881257267861792,0.6118742732138215,0.0,0.0,0.0,0.2732,neutral
58,1.30413e+18,9/10/2020 18:55,lacaverajr,"b'need get money right projects going. cant wait. Need new car, old one broke perf xe2 x80 xa6'",0,0,"Ohio, USA",,negative,0.2479276246273796,0.7520723753726224,0.174025974025974,0.3967532467532467,0.174025974025974,-0.4215,neutral
59,1.30413e+18,9/10/2020 18:53,taz_didier,b'What y 'all think one thing 09 22? Tesla BatteryDay Tesla',0,0,Earth,Tesla BatteryDay ,negative,0.4410494989926941,0.558950501007306,0.0,0.0,0.0,0.0,neutral
60,1.30413e+18,9/10/2020 18:40,SocialHQpro,b'RT DalejChristel Reminds old saying One piece scrap ruin day! DieCast Tesla Nikola Byton Amazon',0,4,,DieCast Tesla Nikola Byton Amazon ,positive,0.8292998384860608,0.17070016151393688,0.125,0.2,0.125,-0.5255,negative
61,1.30412e+18,9/10/2020 18:26,ARadicalThough1,b'expect long leg dip 360 $ tsla tesla stocks',0,0,United States,tesla stocks ,negative,0.14424072252988906,0.8557592774701099,-0.05,0.4,0.05,0.0,neutral
62,1.30412e+18,9/10/2020 18:19,RebeccaEverlene,b What Is Stock Split? Apple Tesla slicing shares. Here is means you. More her xe2 x80 xa6 ,0,0,Chicago,Stock Split Apple Tesla ,positive,0.7302369360931337,0.2697630639068671,0.5,0.5,0.5,0.296,neutral
63,1.30412e+18,9/10/2020 18:17,ARadicalThough1,b' $ tsla classic head shoulders pattern. This indicative trend breaking. In case short live xe2 x80 xa6',3,1,United States,,positive,0.5714720018737881,0.42852799812621223,0.101010101010101,0.32222222222222224,0.101010101010101,0.0,neutral
64,1.30412e+18,9/10/2020 18:16,theJakubKeller,b Calling scams see'em. think people owe apology. Nikola cough Motors. NikolaGate xe2 x80 xa6 ,0,0,"Cleveland, OH",NikolaGate ,negative,0.06963061343271577,0.9303693865672861,0.0,0.0,0.0,-0.5574,negative
65,1.30412e+18,9/10/2020 18:16,thuhkang,b' xf0 x9f x92 xa5Hope yall caught good money $ TSLA drop. tend cut bit earlier posted trades folks fo xe2 x80 xa6',8,0,"Atlanta, GA",,negative,0.17706648549930493,0.8229335145006937,0.35,0.55,0.35,-0.0772,neutral
66,1.30412e+18,9/10/2020 18:14,ROIrootsdotcom,"b'Many many people gambling savings chasing speculative stocks like Tesla, lose shirt. 98 xe2 x80 xa6'",0,0,United States,,positive,0.9941043398557362,0.005895660144263366,0.5,0.5,0.5,0.0516,neutral
67,1.30412e+18,9/10/2020 18:14,ROIrootsdotcom,"b'If know are, stock market expensive place find out. Josh Brown finance xe2 x80 xa6'",0,0,United States,finance ,negative,0.4588995076189603,0.5411004923810389,-0.5,0.7,0.5,0.0,neutral
68,1.30412e+18,9/10/2020 18:13,TamaraCDaniels,b What Is Stock Split? Apple Tesla slicing shares. Here is means you. More her xe2 x80 xa6 ,0,1,Chicago,Stock Split Apple Tesla ,positive,0.7302369360931337,0.2697630639068671,0.5,0.5,0.5,0.296,neutral
69,1.30412e+18,9/10/2020 18:08,brandonbernicky,b'RT 28delayslater Tesla join S and amp P month. $ TSLA',0,2,Chicago Illinois,Tesla ,positive,0.5514779143141815,0.4485220856858188,0.0,0.0,0.0,0.296,neutral
70,1.30412e+18,9/10/2020 18:03,todd_gleason,"b Holy cow Tesla moves fast. Pickup scheduled Saturday. That is one week, included holiday. Order P xe2 x80 xa6 ",0,0,"Colorado Springs, CO",Tesla ,negative,0.2738855298061954,0.7261144701938042,0.03333333333333334,0.3833333333333333,0.03333333333333334,0.4019,neutral
71,1.30412e+18,9/10/2020 18:00,DalejChristel,b'Reminds old saying One piece scrap ruin day! DieCast Tesla Nikola Byton Amazon',4,4,"Wisconsin, USA",DieCast Tesla Nikola Byton Amazon ,positive,0.7997813924603673,0.20021860753963075,0.125,0.2,0.125,-0.5255,negative
72,1.30411e+18,9/10/2020 17:49,nataliemborn,b'Have ever wondered Tesla SpaceX amazon apple innovative? Listen here xe2 x80 xa6',2,0,"Atlanta, GA",Tesla SpaceX amazon apple innovative ,positive,0.6009683604519162,0.39903163954808263,0.5,1.0,0.5,0.5574,positive
73,1.30411e+18,9/10/2020 17:42,thuhkang,b' $ TSLA well defined intraday pennant strong support 381.1. Pattern resistance 385.2 385.5 Tesla xe2 x80 xa6',7,0,"Atlanta, GA",Tesla ,positive,0.9602155659949038,0.03978443400509634,0.4333333333333333,0.7333333333333333,0.4333333333333333,0.7964,positive
74,1.30411e+18,9/10/2020 17:41,musiccritic11,b' KanyeWest Drops OUT Of Race After ElonMusk Offers Him Position As PresidentOfMars o v xe2 x80 xa6',2,0,"Dallas, TX",KanyeWest OUT Race ElonMusk PresidentOfMars ,positive,0.6402768678871086,0.3597231321128928,0.1,0.0,0.1,0.0,neutral
75,1.30411e+18,9/10/2020 17:17,SnakeFireBBQ,b'Tesla feature car gets stolen branding car switch Tesla Edison. xe2 x80 xa6',1,0,"Dallas, TX",,positive,0.519480625041296,0.4805193749587028,0.0,0.0,0.0,-0.4939,neutral
76,1.3041e+18,9/10/2020 17:05,Path_Trading,b' $ TSLA Long Gap Play TESLA Sept 9 Update Technical Analysis Chart Watch ',0,0,"Chicago, IL",TESLA ,negative,0.34423072098084717,0.6557692790191539,-0.025,0.25,0.025,0.34,neutral
77,1.3041e+18,9/10/2020 17:04,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear Passenger Right Knuckle Hub 1044416 00 F OEM Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.8821200887997032,0.11787991120029784,0.2857142857142857,0.5357142857142857,0.2857142857142857,0.0,neutral
78,1.3041e+18,9/10/2020 17:04,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear Driver Left Knuckle Hub 1044411 00 F OEM Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.9214376055665939,0.07856239443340808,0.0,0.0,0.0,0.0,neutral
79,1.3041e+18,9/10/2020 17:04,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear Trunk Deck Lid Hatch Wiring Harness 1068789 00 E OEM Tesla via eBay',0,0,"Madison, Illinois",Tesla ,negative,0.4310347924079012,0.568965207592099,0.0,0.0,0.0,0.0,neutral
80,1.3041e+18,9/10/2020 17:04,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear 74.0 7200P Coil Spring Insulator 1044472 94 A Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.7552695542223163,0.24473044577768185,0.0,0.0,0.0,0.0,neutral
81,1.3041e+18,9/10/2020 17:04,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear 74.0 7200P Coil Spring Insulator 1044472 94 A OEM Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.7552695542223163,0.24473044577768185,0.0,0.0,0.0,0.0,neutral
82,1.3041e+18,9/10/2020 17:03,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 FM HD Radio Receiver Control Module 1079749 Tesla via eBay',0,0,"Madison, Illinois",Tesla ,negative,0.30983988897020126,0.6901601110297996,0.0,0.0,0.0,0.0,neutral
83,1.3041e+18,9/10/2020 17:03,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Front Right Bumper Wheelhouse Liner Stiffener Bracket Set Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.5905830523769416,0.40941694762306036,0.2857142857142857,0.5357142857142857,0.2857142857142857,0.0,neutral
84,1.3041e+18,9/10/2020 17:03,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear Right Left Brake Hose Line GB16897 Tesla via eBay',0,0,"Madison, Illinois",Tesla ,negative,0.33347255967523737,0.6665274403247646,0.14285714285714285,0.26785714285714285,0.14285714285714285,0.0,neutral
85,1.3041e+18,9/10/2020 17:03,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear Right Left Brake Hose Line GB16897 OEM Tesla via eBay',0,0,"Madison, Illinois",Tesla ,negative,0.33347255967523737,0.6665274403247646,0.14285714285714285,0.26785714285714285,0.14285714285714285,0.0,neutral
86,1.3041e+18,9/10/2020 17:03,SpeedwaySalvage,b'Check 17 19 Tesla Model 3 Rear 2nd Row Seat Belt Retractor Black 1081281 Tesla via eBay',0,0,"Madison, Illinois",Tesla ,positive,0.7084219311938459,0.29157806880615444,-0.08333333333333333,0.21666666666666667,0.08333333333333333,0.0,neutral
87,1.3041e+18,9/10/2020 16:55,Philzlike98,b'RT Anon decoder Libertards getting destroyed anywhere pop heads Qanon Maga Tesla Trump Trump2020 Trump2020Landslide htt xe2 x80 xa6',0,31,,Qanon Maga Tesla Trump Trump2020 Trump2020Landslide ,negative,0.23295231336882027,0.7670476866311796,0.0,0.0,0.0,-0.4939,neutral
88,1.3041e+18,9/10/2020 16:51,FlywheelNews,b'Now interesting take production ramp! xf0 x9f x91 x8d Go tesla',0,0,United states,tesla ,positive,0.5580618841954967,0.44193811580450415,0.625,0.5,0.625,0.4574,neutral
89,1.3041e+18,9/10/2020 16:48,StevenZWang,b'RT garyblack00 Send message Buy Tesla. RBReich elonmusk',0,11,"Cupertino, CA",Tesla ,positive,0.6955998528852629,0.3044001471147369,0.0,0.0,0.0,0.0,neutral
90,1.3041e+18,9/10/2020 16:40,RoofContr,"b'An influx new job postings suggests Tesla expanding Solar Roof operations, may offering i xe2 x80 xa6'",4,0,"Troy, MI",,positive,0.9615595477250641,0.03844045227493328,0.13636363636363635,0.45454545454545453,0.13636363636363635,0.0,neutral
91,1.30409e+18,9/10/2020 16:02,Insurmountabl1,b'RT garyblack00 Send message Buy Tesla. RBReich elonmusk',0,11,"Denver, CO",Tesla ,positive,0.6955998528852629,0.3044001471147369,0.0,0.0,0.0,0.0,neutral
92,1.30409e+18,9/10/2020 15:59,garyblack00,b'Send message Buy Tesla. RBReich elonmusk',118,11,"Chicago, IL",Tesla ,positive,0.6653701839480186,0.33462981605198094,0.0,0.0,0.0,0.0,neutral
93,1.30408e+18,9/10/2020 15:31,torquenewsauto,"b'While amazed astonishing speed Tesla GigaBerlin GigaShanghai, Tesla spearheading a xe2 x80 xa6'",10,3,"Fort Mill, SC",GigaBerlin GigaShanghai Tesla ,positive,0.6840987073092887,0.31590129269071227,0.5,1.0,0.5,0.4939,neutral
